CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,NOx
-200,1035,-200,7.0,855,731,51,1467,952,18.7,73.8,1.5704,142
1.4,1057,-200,8.6,925,684,48,1503,972,18.0,75.4,1.5441,139
1.2,1029,-200,7.5,880,709,47,1451,965,17.3,78.4,1.5320,182
1.5,1037,-200,8.1,902,704,48,1481,984,17.5,76.6,1.5174,196
0.9,920,-200,4.8,755,853,45,1359,880,20.0,66.7,1.5401,108
1.4,1080,-200,7.8,891,732,59,1477,1001,19.1,70.0,1.5366,175
2.1,1152,-200,9.7,966,661,84,1542,1137,21.4,61.7,1.5547,266
1.6,1085,-200,8.4,918,721,72,1467,1023,24.6,50.4,1.5363,179
1.5,1071,-200,7.6,882,745,68,1431,962,25.0,49.1,1.5295,154
1.1,1000,-200,5.9,807,811,52,1376,825,25.3,46.7,1.4874,95
1.4,1058,-200,7.4,875,756,70,1421,877,24.8,47.9,1.4819,151
2,1184,-200,10.1,983,667,90,1537,1046,25.3,48.0,1.5249,230
2,1189,-200,9.7,965,670,87,1533,1060,26.5,44.9,1.5278,239
2.5,1277,-200,11.8,1043,614,99,1631,1155,25.0,50.1,1.5630,306
4.3,1482,-200,20.3,1305,503,128,1874,1464,22.9,57.6,1.5885,472
5.2,1555,-200,24.3,1410,464,127,1971,2185,21.7,62.9,1.6117,532
3.4,1324,-200,15.6,1168,568,99,1716,1959,21.8,63.0,1.6190,375
1.3,1015,-200,7.3,869,747,72,1439,1375,21.2,63.4,1.5748,147
1.2,1010,-200,7.1,860,768,62,1450,1212,20.2,65.8,1.5350,118
1.7,1081,-200,9.0,938,697,62,1517,1273,18.4,71.5,1.5038,181
1.7,1071,-200,8.9,936,695,63,1516,1249,17.9,72.4,1.4758,209
1.4,1014,-200,7.2,864,745,56,1474,1097,16.9,75.4,1.4393,167
0.9,891,-200,4.4,735,878,44,1353,933,16.5,75.5,1.4056,112
0.7,874,-200,4.1,715,889,-200,1315,858,15.4,79.0,1.3735,-200
-200,882,-200,4.3,729,875,37,1319,870,15.5,78.6,1.3700,108
0.9,940,-200,5.9,806,800,48,1392,1013,16.2,76.9,1.4029,181
1.2,1020,-200,7.2,866,749,59,1440,1087,15.8,79.6,1.4170,253
3.2,1316,-200,18.5,1253,527,77,1780,1566,16.0,76.3,1.3772,521
4.4,1423,-200,25.0,1429,467,88,1998,1631,16.3,74.3,1.3644,649
3.5,1314,-200,18.8,1262,531,111,1754,1564,18.7,66.3,1.4140,516
3.2,1317,-200,19.5,1283,518,114,1812,1601,20.5,60.2,1.4346,487
3,1305,-200,18.2,1245,524,108,1742,1539,19.3,66.2,1.4706,529
3.5,1351,-200,20.0,1298,498,111,1821,1577,20.0,63.9,1.4805,565
4,1438,-200,24.8,1425,451,126,1971,1732,21.4,59.4,1.4928,558
3.8,1454,-200,23.1,1380,457,117,1947,1672,21.5,60.9,1.5398,568
4.2,1512,-200,25.5,1441,432,119,2034,1744,21.6,60.9,1.5551,605
5,1584,-200,32.0,1597,392,125,2176,1845,21.6,62.0,1.5784,666
7.9,1816,-200,46.3,1897,330,158,2641,2164,21.7,61.9,1.5920,814
8.4,1824,-200,44.5,1862,340,149,2567,2106,21.0,64.9,1.5987,860
8,1744,-200,41.0,1793,352,136,2469,2007,20.0,68.6,1.5882,820
6.4,1588,-200,32.5,1610,400,112,2230,1791,19.3,71.4,1.5805,742
3.5,1319,-200,19.1,1273,511,87,1806,1444,18.5,73.4,1.5461,492
3.5,1313,-200,19.6,1285,505,82,1803,1373,17.7,75.6,1.5226,464
1.9,1073,-200,10.7,1005,661,67,1488,1110,18.5,70.4,1.4870,258
2.2,1119,-200,12.2,1056,624,68,1562,1099,17.0,76.1,1.4582,311
1.6,989,-200,8.0,900,737,60,1401,968,16.8,74.9,1.4258,231
1,912,-200,5.5,788,822,48,1331,847,15.5,78.5,1.3782,127
1,904,-200,5.5,787,820,-200,1319,852,15.3,79.0,1.3605,-200
-200,851,-200,4.3,726,897,42,1277,799,15.0,77.9,1.3197,124
0.9,902,-200,5.9,809,835,46,1355,834,14.8,79.4,1.3312,138
1.4,981,-200,8.6,923,730,54,1425,956,15.7,77.0,1.3591,228
3,1267,-200,18.7,1260,572,82,1776,1259,16.2,75.9,1.3872,383
4.5,1392,-200,25.0,1429,469,93,1990,1494,16.3,75.9,1.3991,581
3.8,1308,-200,19.6,1285,522,95,1781,1458,17.7,70.6,1.4202,545
3.4,1313,-200,20.8,1318,511,120,1820,1491,18.3,67.6,1.4103,593
3.5,1350,-200,20.1,1299,518,132,1784,1560,20.1,62.0,1.4409,602
4.4,1477,-200,26.7,1471,455,146,2031,1750,22.6,54.5,1.4737,624
4,1409,-200,23.6,1393,484,157,1874,1709,24.6,47.1,1.4378,546
4.5,1495,-200,26.4,1465,451,158,2043,1786,24.9,48.3,1.4942,597
5.3,1606,-200,30.9,1573,419,175,2165,1900,24.9,50.0,1.5522,688
5.8,1669,-200,32.8,1615,404,166,2232,1963,24.0,55.0,1.6211,760
8.4,1822,-200,45.9,1890,347,187,2641,2161,23.2,58.7,1.6510,918
9.5,1908,-200,52.1,2007,325,180,2775,2372,22.5,61.5,1.6579,952
6.2,1664,-200,36.6,1699,385,134,2305,2062,22.2,61.0,1.6071,685
5,1465,-200,24.0,1404,468,127,1962,1736,22.6,58.3,1.5829,561
2.1,1076,-200,9.8,972,691,95,1506,1192,21.0,57.4,1.4098,239
1.4,1055,-200,7.9,895,758,79,1468,1043,19.8,63.7,1.4524,175
1.6,1075,-200,7.5,878,734,78,1495,948,17.7,78.8,1.5855,169
2,1135,-200,9.2,948,685,80,1569,992,17.6,80.5,1.6062,215
1.2,998,-200,5.7,799,786,67,1435,867,17.4,81.3,1.6066,115
0.8,953,-200,4.4,734,861,61,1401,825,17.4,81.0,1.6012,94
0.6,926,-200,3.9,708,874,-200,1381,803,17.2,81.8,1.5856,-200
-200,895,-200,3.1,656,946,51,1343,786,17.0,81.0,1.5521,80
0.7,967,-200,5.1,767,833,56,1416,866,16.8,81.3,1.5447,132
1.7,1164,-200,10.5,997,641,68,1606,1113,17.6,78.8,1.5723,295
3.4,1421,-200,20.6,1313,502,101,1983,1384,18.0,75.7,1.5527,517
4.9,1465,-200,28.5,1515,454,119,2119,1516,18.0,74.8,1.5281,555
2.7,1189,-200,12.7,1075,614,108,1652,1222,18.2,74.0,1.5343,429
3.2,1278,-200,16.1,1182,585,132,1734,1354,19.7,65.4,1.4854,561
2.7,1169,-200,14.9,1144,611,130,1666,1291,21.0,57.9,1.4267,427
3.2,1214,-200,16.8,1203,580,129,1739,1308,20.7,58.6,1.4142,445
4.1,1351,-200,21.8,1345,502,117,1923,1420,19.5,67.1,1.5060,538
3.6,1340,-200,18.6,1256,537,119,1842,1297,18.5,76.2,1.6045,556
2.8,1157,-200,14.5,1131,623,113,1675,1157,19.6,69.7,1.5675,370
2.1,1118,-200,13.4,1096,647,102,1649,1130,19.9,65.3,1.5066,257
2.4,1150,-200,15.8,1173,608,101,1711,1195,20.0,63.3,1.4622,266
3.6,1247,-200,20.7,1315,544,116,1874,1341,19.2,66.4,1.4592,403
2.6,1194,-200,16.6,1198,587,101,1732,1228,19.3,67.5,1.4977,275
2.8,1184,-200,15.3,1157,586,94,1685,1273,18.2,71.4,1.4776,338
1.4,990,-200,8.0,898,748,75,1442,1006,17.8,71.2,1.4396,176
1.1,933,-200,5.8,803,842,69,1369,898,17.6,69.9,1.3969,159
1.3,968,-200,7.0,858,796,60,1388,894,16.0,75.9,1.3721,147
0.9,861,-200,4.5,735,925,58,1287,789,16.9,72.0,1.3749,99
1,904,-200,5.2,774,878,51,1329,805,15.7,76.3,1.3519,98
0.9,866,-200,4.4,734,899,45,1299,770,14.8,78.7,1.3169,109
0.7,881,-200,4.2,724,913,-200,1277,776,14.8,79.7,1.3286,-200
-200,838,-200,3.8,700,936,41,1268,744,14.6,79.9,1.3156,112
0.8,905,-200,5.2,776,851,48,1327,825,15.2,78.0,1.3382,163
1.6,1055,-200,10.0,977,703,61,1506,1013,15.5,77.2,1.3502,326
3.4,1328,-200,20.0,1296,527,88,1829,1341,15.7,76.4,1.3558,640
4.4,1401,-200,25.8,1449,477,102,1969,1528,16.0,76.4,1.3751,736
3.5,1291,-200,20.0,1296,529,97,1752,1432,16.7,73.8,1.3886,667
3.4,1316,-200,20.6,1314,526,116,1780,1499,18.6,66.3,1.4047,677
2.4,1116,-200,12.2,1057,639,112,1532,1236,20.4,58.1,1.3762,425
2.3,1139,-200,13.1,1088,625,101,1580,1180,20.6,57.3,1.3792,349
2.6,1165,-200,14.5,1131,609,99,1640,1196,21.6,53.6,1.3669,332
2.9,1260,-200,17.5,1224,571,113,1731,1301,21.4,55.6,1.4015,412
4.4,1475,-200,25.9,1451,455,122,1991,1646,20.7,63.0,1.5204,631
5,1521,-200,26.6,1470,446,139,1977,1720,21.3,61.9,1.5463,677
6.5,1633,-200,35.3,1671,398,149,2271,1852,20.8,64.0,1.5522,761
5.9,1463,-200,28.2,1508,468,136,2092,1670,20.3,66.7,1.5656,650
2.7,1140,-200,14.2,1122,619,103,1602,1208,19.7,64.5,1.4594,262
2.5,1147,-200,12.4,1065,651,112,1562,1160,19.4,64.0,1.4282,292
1.5,988,-200,6.6,839,805,88,1382,937,20.1,60.8,1.4152,177
1,924,-200,4.8,754,890,63,1327,783,20.4,60.4,1.4263,103
1.2,950,-200,5.4,782,862,69,1331,807,20.1,62.6,1.4543,127
1,926,-200,4.3,727,925,65,1326,729,19.9,64.9,1.4905,119
0.8,879,-200,2.9,645,1023,50,1288,612,18.2,74.7,1.5441,83
0.6,864,-200,2.5,621,1073,43,1286,574,18.4,73.8,1.5463,65
0.6,868,-200,2.2,596,1092,-200,1276,579,18.7,73.5,1.5664,-200
-200,894,-200,2.7,636,1010,56,1308,687,18.2,76.6,1.5907,84
1.1,1009,-200,6.1,816,799,69,1430,856,18.5,76.4,1.6112,200
1.3,1069,-200,7.7,889,738,91,1469,976,19.3,71.6,1.5844,242
2.9,1311,-200,15.9,1178,574,111,1769,1208,20.2,66.9,1.5643,366
3.7,1370,-200,22.8,1372,485,124,1945,1400,20.8,64.7,1.5692,404
3,1246,-200,16.6,1197,566,119,1746,1278,21.9,61.8,1.6021,429
1.4,1039,-200,8.4,917,735,77,1467,934,23.5,57.7,1.6515,169
2.6,1296,-200,13.9,1113,604,101,1736,1073,19.8,81.0,1.8538,419
4.2,1523,-200,24.9,1428,458,116,2114,1363,20.2,86.5,2.0224,603
5.1,1424,-200,22.4,1361,484,137,1983,1346,20.2,82.2,1.9184,589
5.5,1513,-200,26.1,1457,463,163,2125,1393,19.7,82.2,1.8669,706
4.5,1338,-200,18.1,1244,558,144,1847,1255,20.2,79.1,1.8500,592
2.7,1214,-200,13.9,1113,616,118,1664,1213,20.1,75.4,1.7510,305
3.1,1290,-200,18.5,1253,550,135,1807,1332,20.2,72.3,1.6893,371
4.2,1353,-200,20.9,1323,519,129,1860,1430,20.0,73.3,1.6930,465
3.1,1130,-200,12.9,1082,647,128,1591,1102,18.3,74.9,1.5583,390
1.7,969,-200,6.7,843,828,103,1375,895,18.9,70.4,1.5259,227
1.8,1038,-200,7.0,856,801,116,1415,905,17.3,76.3,1.4919,284
1.7,1020,-200,7.3,869,793,95,1410,869,17.1,77.9,1.5081,211
2.1,1097,-200,9.1,944,716,107,1489,982,17.3,79.3,1.5569,297
2.4,1123,-200,9.9,973,690,108,1520,999,17.3,79.9,1.5643,351
1.8,1023,-200,6.9,851,782,94,1413,881,16.9,80.6,1.5372,259
1.5,1015,-200,6.5,833,786,84,1400,868,16.9,81.4,1.5510,214
1.4,979,-200,5.9,805,809,-200,1383,843,16.8,81.5,1.5418,-200
-200,931,-200,5.4,784,826,72,1372,833,16.9,79.8,1.5238,173
1,922,-200,5.4,783,857,76,1367,825,16.7,79.7,1.5030,192
1.4,989,-200,7.8,891,762,82,1453,901,16.8,79.0,1.4978,237
2.4,1149,-200,13.6,1103,622,94,1662,1090,16.8,79.8,1.5115,413
3.1,1202,-200,15.4,1160,585,102,1723,1165,16.9,79.9,1.5253,455
3,1206,-200,14.4,1131,592,106,1675,1201,17.4,79.3,1.5593,493
2.7,1224,-200,14.3,1126,596,108,1656,1231,18.0,76.6,1.5706,482
4,1371,-200,20.3,1305,521,152,1845,1461,21.2,64.4,1.6015,599
3.7,1327,-200,18.7,1259,539,160,1826,1434,22.4,60.8,1.6261,481
3.4,1301,-200,17.3,1218,553,133,1806,1399,22.6,61.1,1.6596,406
3.4,1301,-200,16.9,1208,560,147,1781,1417,23.6,57.3,1.6450,419
3.2,1314,-200,16.4,1191,564,135,1777,1395,23.5,58.3,1.6640,387
3.9,1394,-200,19.1,1272,526,135,1869,1442,22.9,61.6,1.7014,461
3.7,1385,-200,18.7,1260,528,129,1850,1425,22.3,64.3,1.7055,493
4.3,1440,-200,22.4,1362,486,117,1968,1496,21.6,68.0,1.7305,532
4.9,1493,-200,25.3,1437,470,116,2015,1551,21.2,67.4,1.6755,581
4,1319,-200,17.7,1230,551,109,1785,1381,20.8,65.8,1.6001,494
2.8,1187,-200,13.8,1110,612,96,1658,1229,20.4,64.8,1.5379,392
2.4,1119,-200,10.2,984,688,90,1539,1082,20.1,66.7,1.5548,311
1.9,1100,-200,8.6,924,744,82,1494,963,19.5,70.0,1.5711,236
2,1076,-200,7.9,895,757,86,1492,939,19.3,70.4,1.5578,270
1.5,972,-200,5.7,799,833,72,1425,825,19.7,68.6,1.5563,199
1.3,973,-200,6.4,828,818,61,1445,811,19.7,68.2,1.5484,146
1,918,-200,4.6,742,905,-200,1386,720,19.9,68.4,1.5673,-200
-200,844,-200,2.7,630,1035,45,1320,627,18.4,74.2,1.5581,74
0.5,817,-200,2.1,588,1134,37,1310,589,18.9,71.3,1.5449,55
0.4,791,-200,1.2,519,1291,31,1295,540,18.1,79.0,1.6224,43
0.4,819,-200,1.4,537,1264,30,1315,551,20.4,71.2,1.6834,46
0.9,972,-200,4.6,743,944,41,1477,742,20.6,70.7,1.6996,139
1.3,997,-200,5.7,797,812,64,1470,824,19.3,74.1,1.6391,169
2.1,1194,-200,10.6,1000,653,74,1642,1059,22.2,64.4,1.7005,254
2.4,1240,-200,11.0,1014,628,77,1643,1144,23.0,64.6,1.7851,303
2,1117,-200,8.6,922,717,83,1585,994,24.3,57.4,1.7233,259
1.8,1141,-200,8.8,932,689,71,1595,1014,22.0,67.0,1.7441,226
1.5,1062,-200,7.5,880,719,62,1580,924,22.9,65.7,1.8148,161
1.6,1160,-200,11.6,1036,622,62,1727,1023,23.2,63.9,1.7957,182
2.2,1169,-200,10.1,983,672,79,1633,1033,23.0,62.3,1.7248,289
2.3,1185,-200,10.8,1006,666,93,1638,1065,22.4,63.2,1.6878,340
6.6,1571,-200,30.3,1559,440,106,2277,1516,21.7,66.6,1.7077,544
4.7,1464,-200,22.4,1362,487,100,1987,1648,21.2,70.3,1.7476,543
4.1,1423,-200,20.6,1314,508,89,1912,1466,20.8,70.9,1.7203,501
4.1,1318,-200,17.5,1226,543,83,1848,1365,20.0,73.2,1.6965,521
2.7,1229,-200,13.9,1114,598,76,1723,1247,19.7,73.7,1.6708,352
2.6,1187,-200,13.6,1105,611,68,1700,1183,19.9,72.6,1.6681,321
3.2,1353,-200,15.9,1176,584,69,1723,2150,20.1,71.3,1.6564,318
3.7,1407,-200,17.8,1235,548,77,1780,2519,20.1,71.1,1.6498,338
3.5,1333,-200,16.7,1201,552,68,1767,1925,19.6,73.2,1.6543,353
3,1269,-200,16.0,1181,559,-200,1756,1762,19.1,75.8,1.6568,-200
-200,1253,-200,16.9,1206,540,52,1779,1579,18.4,77.9,1.6389,291
2.7,1212,-200,15.0,1149,562,49,1710,1599,18.4,78.1,1.6370,279
1.8,1061,-200,9.6,962,679,45,1554,1395,19.2,74.7,1.6398,200
1.3,1028,-200,7.8,890,733,51,1525,1323,19.4,75.1,1.6766,180
1.5,1067,-200,8.7,928,711,51,1564,1309,19.1,75.6,1.6519,213
1.9,1111,-200,9.8,970,667,62,1594,1441,20.3,71.1,1.6803,266
2.2,1189,-200,12.4,1065,609,74,1683,1830,23.1,61.3,1.7131,247
2.6,1293,-200,13.9,1114,584,88,1702,1704,25.1,56.0,1.7565,326
2.7,1285,-200,12.5,1065,597,90,1686,1576,25.8,56.1,1.8410,319
2.5,1236,-200,10.9,1011,631,91,1706,1305,23.7,68.2,1.9739,320
1.5,1082,-200,6.5,834,747,64,1562,991,23.1,70.8,1.9800,174
2,1188,-200,9.4,954,664,72,1636,1148,23.9,66.3,1.9361,216
3.1,1348,-200,15.3,1157,564,88,1810,1307,23.8,65.0,1.8897,376
3.7,1394,-200,16.4,1193,547,110,1811,1386,23.2,65.6,1.8435,496
4,1472,-200,19.8,1290,510,95,1942,1420,21.8,72.7,1.8789,523
4.1,1291,-200,15.8,1174,567,91,1746,1341,21.7,67.3,1.7256,465
3.1,1264,-200,14.5,1133,593,94,1750,1258,21.3,66.3,1.6594,407
3.2,1264,-200,14.7,1138,579,86,1733,1245,20.4,71.6,1.7004,412
3.2,1260,-200,15.3,1160,568,79,1755,1231,19.6,75.3,1.6981,403
2.7,1184,-200,13.0,1084,612,71,1674,1151,19.3,75.8,1.6762,357
2.3,1122,-200,10.5,996,660,62,1586,1048,18.4,76.3,1.6017,259
1.6,983,-200,7.6,881,752,56,1472,928,18.2,76.4,1.5787,227
1.1,885,-200,4.8,753,878,49,1374,813,17.9,74.8,1.5219,147
0.7,825,-200,3.1,661,987,-200,1334,753,17.5,74.5,1.4781,-200
-200,791,-200,2.6,627,1069,38,1306,709,17.2,74.0,1.4388,72
0.6,802,-200,2.7,636,1016,35,1289,721,17.6,73.2,1.4555,96
0.5,804,-200,3.0,652,1054,37,1294,710,17.9,69.3,1.4099,73
1.5,1014,-200,8.7,927,747,56,1497,951,16.1,76.3,1.3902,309
3.4,1316,-200,20.7,1317,538,85,1860,1336,17.1,72.8,1.4054,607
4.4,1296,-200,25.2,1435,504,112,1899,1489,20.8,57.9,1.4070,562
4.4,1381,-200,23.6,1394,495,107,1911,1558,20.6,60.2,1.4428,560
5.8,1570,-200,32.9,1617,426,151,2170,1944,22.1,56.6,1.4851,844
4.9,1426,-200,25.6,1445,477,151,1970,1782,24.0,50.0,1.4679,667
5.1,1535,-200,31.2,1578,440,150,2125,1921,25.7,45.6,1.4870,583
7.5,1678,-200,37.9,1727,390,190,2318,2039,25.5,49.7,1.5985,726
5.8,1605,-200,32.3,1603,415,168,2199,1912,25.2,50.6,1.5989,674
5.9,1559,-200,31.5,1586,421,127,2197,1827,25.4,50.7,1.6187,544
6.8,1713,-200,38.0,1728,390,140,2386,1919,24.4,56.0,1.6885,715
7.9,1751,-200,44.1,1853,358,158,2496,2013,23.0,62.1,1.7283,789
8,1723,-200,44.9,1869,359,121,2563,1919,21.8,65.3,1.6889,737
9.2,1778,-200,48.2,1935,349,119,2643,1927,20.9,67.5,1.6539,859
5.9,1461,-200,29.1,1529,450,96,2111,1573,20.2,68.6,1.6034,668
3.7,1258,-200,19.1,1272,541,77,1804,1325,19.3,70.8,1.5728,454
2.6,1138,-200,13.9,1113,610,66,1641,1203,19.2,68.8,1.5097,337
1.1,936,-200,6.8,849,798,56,1381,947,20.4,61.1,1.4495,127
2.6,1167,-200,13.2,1090,626,62,1620,1106,18.0,71.5,1.4615,281
2.2,1071,-200,10.7,1003,665,58,1542,1045,17.5,73.2,1.4515,252
0.9,866,-200,4.1,717,909,-200,1328,827,17.2,71.7,1.3940,-200
-200,836,-200,2.9,647,985,37,1271,777,16.4,74.4,1.3779,65
0.5,823,-200,2.7,630,1033,35,1253,748,16.8,71.9,1.3628,69
0.7,890,-200,4.3,727,917,50,1290,833,16.9,70.5,1.3504,151
1.3,1019,-200,8.0,901,750,64,1438,960,17.0,70.1,1.3512,231
2.2,1177,-200,15.5,1166,621,75,1667,1157,18.8,62.5,1.3401,297
3.7,1348,-200,23.8,1398,505,101,1847,1444,20.3,58.4,1.3745,515
3.7,1341,-200,21.0,1323,516,94,1786,1522,23.7,49.1,1.4230,499
3.4,1307,-200,19.3,1278,527,95,1767,1452,26.6,42.8,1.4713,445
3.4,1305,-200,19.7,1287,525,124,1771,1437,26.2,43.5,1.4591,464
2.6,1177,-200,13.2,1090,612,86,1632,1209,26.3,43.6,1.4663,298
2.5,1192,-200,13.0,1085,617,79,1638,1170,26.6,42.5,1.4568,266
2.5,1214,-200,12.9,1080,611,87,1642,1190,26.3,43.7,1.4718,323
2.7,1240,-200,15.1,1152,575,94,1699,1278,25.6,46.2,1.4903,352
3.2,1271,-200,16.3,1188,563,107,1703,1305,25.1,47.6,1.4983,372
3.7,1333,-200,20.5,1312,520,107,1853,1364,23.8,51.4,1.4956,383
4.6,1390,-200,24.4,1414,487,117,1959,1428,23.3,53.1,1.4960,455
3.3,1266,-200,18.7,1261,541,97,1807,1285,22.4,55.2,1.4735,355
2.4,1140,-200,12.7,1072,626,90,1597,1143,21.7,57.7,1.4766,267
2.8,1240,-200,15.6,1168,582,86,1714,1235,20.5,63.0,1.5043,308
2.7,1187,-200,14.2,1122,589,77,1641,1208,19.5,67.6,1.5156,313
1.8,1043,-200,9.9,975,675,66,1489,1041,18.7,69.0,1.4727,216
1.1,948,-200,6.3,826,802,57,1382,897,19.3,65.5,1.4500,137
1.2,955,-200,5.2,775,831,55,1362,862,17.6,70.8,1.4105,140
0.8,915,-200,4.2,721,891,-200,1315,816,16.8,72.9,1.3851,-200
0.6,832,-200,2.9,644,990,40,1239,747,17.8,68.1,1.3722,94
0.5,846,-200,2.6,628,1025,40,1218,727,16.1,73.5,1.3329,79
0.7,897,-200,4.7,750,874,46,1270,799,15.8,73.5,1.3151,156
0.8,908,-200,5.1,767,868,53,1272,807,17.0,68.0,1.3102,153
3.5,1348,-200,22.2,1357,526,84,1833,1324,16.0,72.2,1.3077,464
3.6,1384,-200,23.3,1386,504,88,1833,1404,17.8,65.4,1.3213,435
-200,1473,-200,26.3,1463,462,143,1948,1605,20.6,56.0,1.3467,683
-200,1360,-200,19.7,1287,517,130,1755,1478,23.6,48.0,1.3757,523
-200,1305,-200,17.4,1223,545,120,1720,1414,23.7,49.8,1.4433,460
-200,1337,-200,20.2,1302,507,139,1786,1465,24.7,47.4,1.4527,417
-200,1414,-200,24.4,1414,478,139,1896,1588,25.9,42.8,1.4122,486
-200,1463,-200,24.5,1417,467,156,1900,1651,26.8,43.3,1.4977,512
-200,1530,-200,24.8,1425,457,143,1975,1652,26.6,45.5,1.5555,595
-200,1915,-200,45.9,1889,340,186,2603,2110,24.8,53.9,1.6683,1052
8.7,1882,-200,47.5,1920,328,171,2609,2204,23.1,61.1,1.7082,1014
5.8,1589,-200,33.0,1619,406,124,2216,1780,22.2,63.7,1.6865,633
4.3,1463,-200,27.2,1484,443,97,2011,1590,21.1,66.1,1.6313,485
3.6,1380,-200,21.8,1345,493,92,1856,1419,20.0,69.0,1.5956,480
3.9,1383,-200,21.3,1332,495,96,1855,1415,19.1,72.0,1.5732,572
2.4,1181,-200,13.3,1094,600,74,1599,1180,18.8,70.6,1.5209,345
1.6,1061,-200,8.8,931,699,65,1481,1015,18.5,69.5,1.4657,195
1.8,1091,-200,9.2,945,698,62,1467,1014,18.4,68.5,1.4390,213
1.5,1010,-200,7.6,884,719,59,1430,938,16.8,73.3,1.3915,216
0.7,868,-200,3.6,688,922,-200,1249,777,17.9,66.8,1.3596,-200
0.5,852,-200,2.8,639,1009,41,1204,723,16.5,71.0,1.3239,73
0.4,826,-200,2.2,601,1056,38,1180,702,16.9,67.9,1.2950,67
0.5,862,-200,3.4,677,973,43,1192,725,16.1,69.3,1.2591,96
0.8,951,-200,5.7,800,803,52,1257,836,16.1,69.6,1.2593,162
2,1210,-200,16.3,1188,583,75,1575,1129,16.2,70.1,1.2837,305
6.2,1601,-200,37.9,1727,389,118,2252,1718,16.5,69.3,1.2897,725
4.5,1477,-200,25.5,1443,469,126,1878,1646,19.6,58.3,1.3141,658
4.6,1458,-200,24.2,1408,471,151,1889,1664,20.7,55.5,1.3414,710
3.3,1354,-200,20.9,1321,504,107,1799,1496,20.8,56.3,1.3664,445
3.6,1385,-200,22.1,1354,490,114,1823,1506,21.7,53.1,1.3649,455
4.4,1460,-200,25.0,1430,466,125,1932,1604,23.0,49.0,1.3620,524
4.3,1492,-200,26.4,1463,460,138,1935,1632,24.2,44.0,1.3078,527
5,1569,-200,29.8,1547,435,144,2016,1736,24.7,43.6,1.3396,601
8.1,1870,-200,45.0,1871,351,180,2483,2165,23.0,54.2,1.5066,1001
8,1774,-200,42.8,1829,359,154,2457,2152,21.4,60.9,1.5322,852
3.6,1388,-200,22.4,1363,485,105,1815,1556,20.3,61.4,1.4417,370
2.9,1303,-200,15.9,1177,562,98,1619,1389,20.0,63.2,1.4581,348
2.7,1257,-200,14.3,1126,581,93,1599,1300,19.1,64.4,1.4050,361
1.9,1132,-200,10.7,1002,640,76,1474,1126,18.1,67.5,1.3855,255
1.3,1050,-200,7.6,881,732,69,1363,982,17.8,66.9,1.3464,162
1.2,1033,-200,6.7,842,756,66,1362,941,17.6,66.5,1.3249,166
1.8,1106,-200,9.0,938,685,76,1395,1010,16.1,71.2,1.2948,247
1.9,1107,-200,9.0,940,689,73,1403,985,15.5,73.3,1.2845,255
1.5,1011,-200,7.0,856,769,-200,1341,889,15.4,72.8,1.2633,-200
0.9,916,-200,4.3,726,879,54,1248,791,15.6,70.8,1.2461,129
0.5,852,-200,2.8,641,1012,44,1172,710,17.0,64.5,1.2374,83
0.6,889,-200,3.7,694,913,45,1198,743,14.9,72.3,1.2186,114
1.1,1002,-200,6.3,828,798,58,1307,857,14.0,76.6,1.2183,233
2.8,1231,-200,14.5,1134,587,87,1572,1143,14.6,74.2,1.2256,448
2.9,1212,-200,16.4,1191,551,97,1586,1210,15.9,69.8,1.2530,455
1.7,1121,-200,10.9,1012,650,80,1436,1060,18.4,61.3,1.2854,254
2.3,1260,-200,14.1,1121,568,82,1569,1252,20.0,56.7,1.3078,313
3.3,1391,-200,17.1,1214,518,112,1691,1435,20.4,57.0,1.3507,490
3.5,1463,-200,19.4,1280,482,121,1794,1544,20.7,59.3,1.4283,496
3.8,1464,-200,20.9,1321,475,132,1794,1600,21.7,54.8,1.4024,514
3.4,1412,-200,17.7,1230,516,141,1672,1534,22.0,54.2,1.4096,454
3.8,1450,-200,19.8,1292,495,130,1768,1495,21.4,57.1,1.4356,507
3.6,1416,-200,19.5,1283,510,113,1739,1442,20.8,58.7,1.4259,474
3.5,1346,-200,17.0,1211,540,101,1674,1340,20.1,59.6,1.3852,404
2.8,1273,-200,14.6,1137,586,91,1563,1231,20.0,58.4,1.3473,356
2.5,1206,-200,12.0,1049,634,90,1484,1128,19.5,58.9,1.3195,345
3.1,1252,-200,13.3,1094,615,90,1526,1188,19.5,57.4,1.2874,395
1.8,1069,-200,7.9,897,729,83,1364,998,19.1,59.2,1.2950,249
1.6,1061,-200,7.9,895,737,73,1359,944,18.8,59.1,1.2702,197
1.9,1072,-200,7.5,880,767,80,1318,928,18.0,60.4,1.2331,224
2,1075,-200,8.4,917,737,87,1354,1037,17.5,60.7,1.2009,231
1.4,992,-200,6.9,853,796,79,1305,930,17.5,59.4,1.1768,177
1.2,914,-200,4.6,741,891,-200,1210,803,17.1,59.2,1.1477,-200
-200,854,-200,3.8,700,980,56,1151,665,17.0,52.3,1.0009,98
0.7,774,-200,2.1,591,1151,42,1044,533,16.1,49.8,0.9021,64
0.4,757,-200,1.5,542,1339,31,1004,449,15.5,51.5,0.9026,44
