CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,NOx
-200,853,-200,4.5,740,1146,-200,1526,715,21.0,50.1,1.2338,-200
2.6,1246,-200,8.9,936,665,164,1182,1460,9.9,53.3,0.6504,438
0.5,921,-200,1.9,575,956,58,1143,672,13.7,67.8,1.0575,95
-200,944,-200,4.5,740,881,-200,1412,781,20.3,64.6,1.5180,-200
0.4,818,-200,0.7,463,1509,29,1046,437,14.4,68.5,1.1158,33
1.2,944,-200,6.4,832,1072,81,1350,712,21.1,26.2,0.6481,72
4.9,1413,-200,18.4,1251,478,240,1504,1682,16.1,38.7,0.7023,646
0.5,778,-200,1.4,534,1480,22,1294,358,19.0,49.8,1.0831,14
0.9,938,-200,6.1,816,917,65,1418,506,40.0,20.0,1.4517,38
2.6,1114,-200,13.5,1101,663,-200,1632,1057,29.6,27.7,1.1278,-200
3.5,1278,-200,14.9,1147,505,185,1536,1890,18.2,52.6,1.0911,438
0.1,879,-200,2.8,642,1031,51,1343,740,26.6,33.0,1.1338,33
3.4,1318,-200,18.1,1243,1261,121,1638,1318,9.0,79.8,0.9203,641
1.1,870,-200,4.7,749,1096,74,1487,612,22.2,44.1,1.1654,64
1.1,906,-200,2.8,637,1024,81,1070,761,8.6,76.6,0.8586,166
4.9,1429,-200,20.7,1317,495,322,1425,1916,5.1,50.8,0.4499,947
0.9,886,-200,4.6,744,869,-200,1590,700,24.1,61.8,1.8339,-200
4.4,1435,-200,24.2,1408,537,191,1991,1704,25.8,44.2,1.4512,598
1.6,1055,-200,10.0,977,703,61,1506,1013,15.5,77.2,1.3502,326
4.7,1310,-200,27.5,1492,527,142,2194,1686,19.9,46.5,1.0710,427
2.6,1183,-200,12.0,1049,762,112,1594,1290,19.6,37.0,0.8325,146
0.7,856,-200,1.7,559,1138,92,810,556,4.1,47.4,0.3926,122
2.6,1222,-200,9.7,966,636,238,1134,1322,6.6,44.6,0.4383,602
-200,1029,-200,7.5,877,807,-200,1489,776,30.4,29.8,1.2712,-200
3.6,1290,-200,13.0,1084,586,144,1544,1362,15.8,74.7,1.3336,596
0.1,1028,-200,3.9,703,783,114,1070,646,12.0,53.3,0.7472,166
1.3,1020,-200,7.1,860,864,74,1649,875,27.0,40.8,1.4286,93
2.2,1175,-200,16.3,1188,790,137,1901,1251,20.9,43.6,1.0683,213
0.8,835,-200,2.1,593,1072,99,793,408,13.2,31.8,0.4798,132
0.4,823,-200,3.8,699,1382,60,1311,493,22.9,31.3,0.8620,59
6.5,1639,-200,28.3,1510,378,227,1904,2001,15.9,47.9,0.8573,728
0.9,988,-200,4.0,709,897,82,1267,785,13.8,85.5,1.3469,178
1.0,849,-200,3.5,680,1015,111,741,461,11.9,19.2,0.2677,161
3,1360,-200,23.5,1392,490,235,1458,1863,7.8,49.0,0.5191,896
1.9,1064,-200,9.4,956,812,104,1770,932,22.2,53.9,1.4237,108
-200,826,-200,2.7,631,1072,-200,1280,752,17.8,69.8,1.4058,-200
2.5,1185,-200,15.1,1152,578,42,2003,1274,25.5,59.7,1.9193,96
1.1,990,-200,8.8,930,1045,95,1506,739,27.4,23.8,0.8580,89
3.1,1287,-200,17.3,1218,580,190,1580,1304,9.2,81.7,0.9506,758
3.6,1340,-200,18.6,1256,537,119,1842,1297,18.5,76.2,1.6045,556
0.5,751,-200,2.0,587,1165,50,1353,678,18.4,53.4,1.1170,43
-200,939,-200,8.5,918,805,96,1472,923,26.3,29.0,0.9807,80
1.9,1084,154,8.6,924,986,92,1501,786,16.0,41.3,0.7462,125
6.3,1610,-200,30.9,1573,381,243,1890,1932,18.0,36.0,0.7345,766
4.6,1207,-200,16.8,1203,625,207,1570,1251,13.1,69.6,1.0464,706
1.3,948,-200,6.1,817,1048,92,1546,695,13.1,65.6,0.9815,128
5.6,1526,-200,27.5,1492,428,166,1883,1770,13.1,62.9,0.9430,716
2.9,1217,-200,11.6,1037,669,138,1167,1452,13.3,38.7,0.5867,443
3.4,1468,-200,15.2,1155,565,89,1738,1293,24.5,57.5,1.7433,319
3.3,1250,-200,12.1,1054,634,121,1407,1348,10.4,75.4,0.9470,491
0.6,802,-200,2.7,636,1016,35,1289,721,17.6,73.2,1.4555,96
2.6,1058,-200,9.6,962,778,132,1058,1153,6.0,47.6,0.4488,397
3,1209,-200,18.3,1248,712,119,1891,1295,23.5,29.5,0.8435,188
0.5,842,-200,1.8,565,1327,-200,1399,437,15.5,66.9,1.1691,-200
1.4,1046,-200,6.9,851,920,77,1595,908,17.7,56.4,1.1342,94
2,1079,-200,10.7,1004,713,111,1628,1302,22.8,43.0,1.1731,175
1.6,1387,-200,10.1,981,535,164,1368,1396,13.2,56.2,0.8499,415
2.6,1354,358,14.4,1130,765,114,1808,1291,26.8,29.5,1.0209,139
2.9,1342,-200,15.3,1157,572,87,1707,1195,28.6,37.6,1.4468,267
2.1,1273,-200,9.2,946,729,110,1349,1217,12.8,80.8,1.1898,439
5.8,1476,-200,20.4,1308,428,175,1674,1654,18.6,46.6,0.9858,529
1.1,956,-200,7.1,862,930,82,1479,636,38.0,16.8,1.0933,65
2.3,-200,-200,-200.0,-200,-200,135,-200,-200,-200,-200,-200,288
1.9,1112,136,10.1,980,924,99,1589,900,14.1,49.8,0.7971,131
1.4,977,-200,6.6,840,827,-200,1390,736,29.2,29.1,1.1586,-200
1.8,1160,-200,7.1,862,636,127,1320,924,21.6,39.6,1.0090,259
4.3,1407,-200,22.0,1351,516,254,1557,1751,12.4,56.8,0.8141,729
4.1,980,-200,10.8,1008,758,151,1103,993,8.0,41.0,0.4416,341
1.7,1083,-200,9.3,951,880,131,1393,1054,25.1,35.7,1.1222,223
4.1,1292,-200,13.0,1085,620,132,1438,1390,10.3,75.1,0.9399,577
-200,926,-200,5.1,769,836,-200,1467,801,24.0,55.6,1.6381,-200
4.8,1288,-200,17.6,1228,549,250,1333,1502,8.3,40.3,0.4411,632
3.1,1215,-200,10.9,1012,653,120,1441,1131,13.1,81.7,1.2284,533
4.2,1376,-200,17.0,1209,549,190,1283,2041,6.1,54.7,0.5201,740
1,-200,-200,-200.0,-200,-200,63,-200,-200,-200,-200,-200,46
0.5,933,40,1.5,547,1357,39,1336,542,15.0,59.2,1.0059,25
2.4,1263,-200,10.8,1008,597,158,1308,1121,20.2,32.2,0.7526,391
1.5,984,133,6.4,832,1034,81,1410,636,20.0,32.7,0.7545,91
-200,949,-200,6.6,841,1155,-200,1393,954,18.6,39.3,0.8355,-200
0.6,873,-200,3.9,704,1091,49,1322,756,15.3,49.7,0.8552,41
1.5,922,-200,7.5,878,880,70,1363,615,36.8,16.2,0.9922,60
1.7,1197,-200,7.6,881,820,99,1295,1173,12.3,81.9,1.1674,320
0.5,818,-200,0.9,486,1282,49,781,422,4.0,47.8,0.3919,58
3.6,1226,-200,19.1,1272,632,157,1901,1474,26.0,30.1,0.9953,317
1.8,1241,-200,10.9,1011,781,90,1748,1070,22.3,45.4,1.2088,98
0.5,905,-200,1.0,503,1152,60,956,467,3.3,84.5,0.6608,62
0.6,871,-200,2.8,639,1062,35,1528,684,23.7,53.5,1.5460,21
2.1,1024,-200,12.1,1052,779,104,1690,952,28.5,27.3,1.0479,183
1.7,1201,88,9.1,943,935,117,1560,1362,16.7,48.9,0.9226,130
1.1,902,-200,2.4,613,1049,110,777,566,4.8,38.0,0.3300,130
-200,1309,-200,21.0,1323,505,-200,2098,1360,23.1,60.0,1.6711,-200
0.8,1005,-200,5.6,791,829,56,1650,638,24.6,62.7,1.9158,42
3.8,1454,-200,23.1,1380,457,117,1947,1672,21.5,60.9,1.5398,568
-200,827,-200,2.1,595,1208,-200,1214,507,13.9,75.2,1.1884,-200
0.9,854,48,3.1,658,1409,46,1108,369,22.0,19.0,0.4969,42
1.3,977,-200,5.7,800,843,-200,1372,778,27.6,34.2,1.2464,-200
1.7,1003,-200,5.9,807,819,115,1021,1005,3.7,68.9,0.5549,219
3.9,1394,-200,19.1,1272,526,135,1869,1442,22.9,61.6,1.7014,461
2.6,1127,-200,9.2,948,703,198,1188,1312,10.5,61.1,0.7755,427
0.2,987,-200,4.5,738,833,117,957,1010,3.8,59.7,0.4839,233
0.6,927,-200,1.6,549,967,86,1008,828,8.0,68.9,0.7402,119
4.3,1492,-200,26.4,1463,460,138,1935,1632,24.2,44.0,1.3078,527
3,1305,-200,18.2,1245,524,108,1742,1539,19.3,66.2,1.4706,529
5.6,1662,880,31.1,1576,523,123,2417,1861,15.4,53.3,0.9289,351
1.5,1041,-200,6.8,846,829,106,1112,1076,5.6,68.9,0.6328,351
3.5,1217,-200,17.6,1227,641,158,2040,1404,31.9,33.7,1.5663,224
1,892,-200,3.3,672,1012,73,1111,706,13.1,64.3,0.9628,146
-200,1063,-200,9.6,964,729,-200,1454,1045,17.4,62.3,1.2282,-200
1.3,974,-200,8.2,908,793,75,1546,1057,21.1,46.9,1.1585,83
1.6,962,-200,9.0,940,889,89,1441,855,22.8,41.8,1.1417,209
0.8,1042,-200,3.3,671,754,87,1255,845,13.7,82.0,1.2770,126
1.9,1085,209,10.7,1004,888,95,1454,816,21.0,25.4,0.6264,106
-200.0,805,-200,1.7,559,1183,75,781,466,6.4,41.7,0.4034,93
0.9,789,-200,3.4,675,1121,50,974,482,16.8,32.1,0.6073,95
4.7,1339,-200,22.8,1373,541,165,1797,1585,21.6,43.3,1.1019,536
4.8,1557,872,27.1,1483,615,164,2087,1757,24.9,30.8,0.9540,250
2.1,1210,-200,14.0,1118,658,130,1742,1422,40.1,19.0,1.3849,144
8.4,1808,-200,40.0,1771,373,163,2486,2235,24.3,54.3,1.6276,686
0.8,915,-200,4.2,721,891,-200,1315,816,16.8,72.9,1.3851,-200
0.2,716,-200,0.2,390,1804,27,551,221,-0.1,37.5,0.2326,29
2.0,1065,-200,6.7,844,780,212,979,1117,8.0,33.3,0.3591,351
0.5,919,-200,4.2,723,910,-200,1443,992,26.8,35.3,1.2243,-200
3.2,1176,-200,17.0,1209,588,182,1264,1488,12.4,28.3,0.4076,508
1.3,1055,101,8.0,899,880,83,1504,980,17.4,46.3,0.9112,72
1.2,1039,-200,7.6,882,724,52,1473,1002,18.1,72.3,1.4927,217
0.9,781,-200,3.9,705,1203,14,1068,514,20.2,28.6,0.6717,41
1.8,1109,151,9.1,943,883,103,1604,767,18.1,42.2,0.8679,115
1.8,1160,-200,11.7,1040,720,108,1810,961,35.6,27.2,1.5557,122
2.4,1179,-200,9.3,951,826,84,1724,1323,17.3,68.3,1.3346,129
2.9,1286,-200,10.5,996,644,167,1217,1827,8.9,54.8,0.6244,473
-200,1300,-200,12.1,1053,614,-200,1650,1193,25.2,48.9,1.5437,-200
1.3,1032,-200,4.5,736,809,90,1064,973,7.1,73.5,0.7439,176
2.1,1212,-200,8.5,918,593,160,1308,1066,17.5,46.0,0.9104,281
1.1,1041,-200,3.1,659,908,118,1188,792,10.6,82.1,1.0451,211
4,1234,-200,16.6,1197,575,163,1597,1239,16.2,60.2,1.1003,547
3.3,1097,-200,16.9,1206,813,-200,1867,1088,26.5,29.7,1.0123,-200
3.1,1136,-200,18.4,1250,722,143,1940,1124,32.6,24.1,1.1688,172
-200,1083,-200,10.4,994,771,101,1544,927,41.4,14.2,1.1128,106
3.4,1328,-200,20.0,1296,527,88,1829,1341,15.7,76.4,1.3558,640
0.3,752,-200,1.2,521,1451,23,1247,471,19.7,61.9,1.4017,32
0.7,840,31,1.6,556,1474,58,1094,366,13.7,38.3,0.5957,41
0.9,948,-200,6.4,828,858,60,1711,994,24.4,55.2,1.6604,66
0.7,968,51,2.6,628,1197,66,1372,737,11.3,72.9,0.9738,56
1.8,1048,-200,10.1,983,780,119,1643,1064,25.5,34.0,1.0935,134
-200,877,-200,5.1,769,962,-200,1212,529,22.4,36.0,0.9621,-200
1.5,1044,-200,6.7,845,710,150,1158,909,13.7,45.9,0.7154,280
1,884,-200,3.0,651,1034,-200,1105,741,12.2,69.6,0.9860,-200
1,927,55,3.8,700,1285,53,1189,452,18.6,25.0,0.5319,50
5.7,1636,-200,30.1,1553,449,166,2130,1745,23.6,54.4,1.5687,514
2.4,1116,-200,12.2,1057,639,112,1532,1236,20.4,58.1,1.3762,425
0.6,886,-200,3.8,702,971,43,1528,767,20.3,59.6,1.3994,31
1.2,1014,-200,4.5,737,1509,75,1288,765,13.2,84.4,1.2779,124
-200,851,-200,6.3,827,875,83,1449,912,20.2,42.5,0.9949,76
-200,1240,-200,14.2,1124,645,112,1799,1300,29.0,33.4,1.3149,131
4.4,1287,-200,24.7,1423,610,116,2319,1482,20.9,49.3,1.2049,311
1.4,1001,-200,5.0,762,850,131,948,1155,3.0,60.2,0.4639,223
1.7,981,-200,10.2,985,779,97,1572,1020,24.3,36.3,1.0852,99
1.6,898,-200,7.1,863,911,101,1493,777,20.9,39.4,0.9596,118
1.1,1016,-200,5.3,780,967,70,1566,806,19.5,57.1,1.2806,61
-200,1084,-200,10.0,979,699,-200,1539,1239,22.6,55.1,1.4899,-200
1.1,929,-200,5.1,769,879,-200,1335,607,26.4,35.1,1.1919,-200
0.6,784,-200,1.9,576,1327,-200,1060,342,32.6,17.5,0.8467,-200
1.2,974,-200,6.5,833,864,67,1577,565,36.8,29.5,1.8037,46
0.7,813,-200,2.9,645,990,49,1530,802,21.9,67.1,1.7414,42
0.4,757,-200,1.5,542,1339,31,1004,449,15.5,51.5,0.9026,44
-200,1221,-200,19.9,1293,688,74,2144,1316,19.0,61.7,1.3393,248
0.5,1195,-200,5.6,795,710,119,1157,718,19.0,37.4,0.8122,233
-200,964,-200,6.5,833,1003,-200,1489,647,20.0,40.4,0.9354,-200
-200,789,-200,2.3,604,1181,-200,1171,467,15.9,62.1,1.1103,-200
0.5,1151,-200,6.0,813,702,151,1156,1073,10.6,55.9,0.7138,238
2.1,1121,238,11.3,1026,865,96,1541,958,21.5,27.4,0.6941,122
-200,1020,-200,11.8,1041,733,-200,1245,1123,12.5,42.3,0.6104,-200
1.9,1062,-200,9.6,962,776,104,1674,1030,26.2,39.7,1.3249,108
2.2,949,-200,9.7,965,860,138,1041,892,8.7,33.7,0.3790,349
3.2,1374,-200,18.0,1239,483,147,1569,1532,13.7,57.9,0.9063,487
3.2,1253,-200,13.7,1108,633,156,1253,1494,15.1,37.4,0.6374,478
-200,943,-200,3.1,660,1163,-200,1297,862,11.6,58.8,0.7996,-200
1.3,1066,-200,6.0,813,792,56,1657,764,36.2,34.9,2.0578,63
2.3,1198,221,9.3,953,882,105,1588,1019,13.2,56.0,0.8446,131
2.9,1131,-200,14.7,1139,643,214,1097,1363,13.5,18.7,0.2872,451
0.8,1126,-200,5.3,779,663,84,1309,1103,16.3,69.8,1.2853,139
-200,1070,-200,8.8,932,685,-200,1648,847,27.3,44.5,1.5885,-200
-200,932,-200,4.2,720,859,-200,1562,605,27.4,53.5,1.9267,-200
3.3,1448,-200,20.9,1322,447,156,1655,1492,21.3,32.9,0.8209,454
2.1,1132,-200,13.2,1091,751,144,1795,1092,36.3,23.4,1.3902,169
2.5,1246,-200,15.0,1150,654,107,1873,1354,17.3,57.8,1.1298,152
-200,974,-200,7.0,859,772,-200,1383,954,15.2,73.1,1.2570,-200
2.4,1137,-200,11.9,1047,680,123,1620,1138,23.6,53.6,1.5374,229
2.1,1091,-200,9.8,971,703,102,1148,1187,5.4,64.1,0.5772,273
2.3,1111,-200,7.5,877,735,129,1142,1104,6.4,74.9,0.7238,293
1.1,1074,-200,7.2,866,717,42,1768,1075,26.1,63.7,2.1170,78
2.7,1260,263,12.0,1050,828,111,1722,979,10.7,68.5,0.8794,156
2.6,1451,-200,20.1,1298,452,148,1744,1634,14.0,65.4,1.0427,575
2.3,1096,-200,7.1,860,777,145,1131,1179,9.7,62.5,0.7509,274
1,857,-200,2.3,605,1094,64,1071,636,13.2,62.9,0.9517,115
0.8,872,-200,2.0,583,1126,77,765,441,5.6,37.5,0.3426,101
1.8,1127,-200,10.3,989,752,74,1724,1096,22.1,67.3,1.7671,203
2,985,-200,5.8,805,895,107,1390,785,15.4,76.6,1.3334,240
0.5,771,-200,3.0,652,1223,36,1239,440,37.9,15.9,1.0296,21
-200,1111,-200,10.3,988,728,96,1619,1336,29.2,33.1,1.3202,77
-200,1077,-200,11.3,1025,629,-200,1677,772,28.4,38.4,1.4616,-200
3.4,1286,-200,19.6,1286,593,179,1728,1449,27.2,30.4,1.0810,409
2.4,1202,-200,12.1,1052,519,134,1525,1126,18.1,58.3,1.2013,296
1.5,936,94,6.4,829,1054,88,1336,607,19.9,26.7,0.6137,90
2.5,1256,-200,10.5,996,625,132,1417,1104,12.8,73.6,1.0851,386
0.8,949,-200,3.1,657,895,115,948,991,5.0,63.5,0.5575,158
-200,1059,-200,9.5,958,787,-200,1417,891,17.9,56.9,1.1545,-200
1.7,1196,160,7.7,885,884,89,1589,973,17.4,51.8,1.0230,85
2.6,1111,-200,13.1,1086,787,107,1802,824,33.2,23.7,1.1855,114
3.4,1235,-200,14.0,1118,612,148,1354,1222,4.8,81.4,0.7055,453
2.4,1201,-200,9.2,949,665,170,1220,1260,6.8,72.1,0.7143,358
-200,897,29,1.3,529,1462,69,1101,693,12.2,37.2,0.5277,41
2.8,1171,268,12.4,1064,881,110,1639,1097,16.0,42.4,0.7674,160
1.6,1053,-200,7.9,895,745,46,1727,882,27.3,57.8,2.0646,58
0.7,875,-200,3.5,682,983,36,1457,611,23.9,56.3,1.6489,34
1.4,999,-200,8.0,899,869,74,1629,637,35.8,22.4,1.2915,62
-200,969,-200,2.4,611,1239,-200,1330,430,14.8,63.3,1.0584,-200
0.7,858,-200,2.2,597,1054,104,857,690,9.0,37.3,0.4297,141
2.9,1268,-200,16.9,1206,648,137,1900,1434,32.2,27.6,1.3044,201
1.1,930,58,4.0,710,1278,82,1137,509,13.5,28.5,0.4405,61
2.7,1248,-200,11.1,1018,599,181,1289,1167,19.9,33.0,0.7608,367
1.8,1126,-200,10.0,979,849,101,1700,907,31.9,25.8,1.2023,110
0.9,931,-200,2.6,627,948,98,860,911,2.3,58.9,0.4317,117
0.4,758,-200,1.9,580,1215,36,1374,531,22.1,44.3,1.1665,22
1.2,935,-200,6.0,810,881,74,1356,835,17.8,60.6,1.2276,243
0.8,909,-200,3.6,690,1039,37,1488,474,35.1,32.1,1.7841,29
1.7,1141,-200,8.1,904,646,126,1249,889,20.1,32.9,0.7672,226
1.3,1141,98,6.3,827,936,88,1488,1110,16.2,54.2,0.9933,73
1.6,981,-200,8.4,917,740,93,1649,714,29.7,41.7,1.7081,78
0.7,875,-200,3.1,659,1180,35,1452,561,16.7,66.9,1.2631,30
1,958,-200,5.6,795,1002,65,1481,604,38.4,17.5,1.1609,52
7.5,1818,-200,35.5,1675,330,232,2143,2129,18.8,49.1,1.0538,847
-200,883,-200,4.8,751,962,-200,922,661,9.8,36.4,0.4414,-200
2.1,1224,-200,10.0,977,571,131,1424,1002,23.3,35.8,1.0086,251
1.5,1181,-200,8.9,935,701,62,1565,960,24.9,56.0,1.7367,158
-200,943,-200,7.2,864,831,-200,1297,814,17.4,48.3,0.9550,-200
-200,926,-200,4.7,747,902,-200,1325,759,14.5,80.5,1.3221,-200
2.2,1094,-200,10.6,1002,755,110,1536,1114,26.5,35.7,1.2149,272
3.1,1312,-200,15.0,1148,532,148,1525,1411,13.4,64.5,0.9865,400
0.6,810,-200,0.7,470,1315,40,863,412,7.8,54.2,0.5755,41
1.1,1009,-200,6.1,816,799,69,1430,856,18.5,76.4,1.6112,200
1.8,1144,-200,10.5,997,669,63,1816,1021,28.8,52.0,2.0297,64
4.6,1467,-200,26.9,1477,491,153,2114,1592,25.4,48.7,1.5594,483
0.5,850,-200,2.0,583,955,64,914,589,10.1,49.7,0.6122,83
0.9,830,-200,3.8,699,1012,54,1339,736,18.8,59.5,1.2758,90
2.4,-200,-200,-200.0,-200,-200,164,-200,-200,-200,-200,-200,255
0.5,810,-200,3.1,657,1016,20,1337,629,24.5,41.5,1.2589,11
1.7,-200,-200,-200.0,-200,-200,87,-200,-200,-200,-200,-200,104
0.5,825,-200,1.4,536,1203,32,1302,498,19.4,70.4,1.5663,39
2.5,1163,-200,11.1,1016,781,120,1363,1339,18.6,49.1,1.0425,366
1.1,879,-200,2.8,642,1027,101,836,545,2.5,51.0,0.3778,140
-200,867,-200,2.6,625,1213,-200,1385,652,14.0,63.8,1.0167,-200
3,1430,339,13.7,1107,713,121,1853,1409,16.6,55.2,1.0382,228
-200,1631,-200,26.0,1455,438,-200,2027,1916,22.4,64.6,1.7271,-200
8.4,1669,-200,36.0,1686,384,181,2066,1961,10.1,79.3,0.9795,1074
0.6,884,-200,2.0,587,999,107,863,566,10.7,42.8,0.5489,163
3.6,1358,-200,14.8,1144,727,115,1851,1243,17.4,57.6,1.1342,184
-200,1290,-200,13.3,1093,592,-200,1677,1253,21.1,62.8,1.5481,-200
-200,1021,-200,6.9,853,979,-200,1457,901,13.7,59.7,0.9285,-200
0.5,773,-200,1.8,568,1474,37,1113,392,18.4,27.6,0.5799,25
1.1,968,-200,6.6,840,891,58,1727,788,17.5,79.1,1.5709,47
4.9,1560,651,24.8,1424,579,143,2176,1688,20.8,45.3,1.1016,247
-200,1425,-200,18.1,1242,675,-200,1858,1486,16.5,42.1,0.7856,-200
0.3,811,-200,3.0,653,1411,60,1269,486,22.0,31.9,0.8335,52
1,1054,71,5.0,761,963,-200,1598,965,15.7,77.4,1.3683,-200
2,1147,-200,10.9,1012,665,120,1214,1381,10.1,66.2,0.8185,347
-200,864,-200,2.7,633,1097,-200,1259,523,16.4,70.3,1.3031,-200
1,-200,-200,-200.0,-200,-200,82,-200,-200,-200,-200,-200,244
6.8,1486,-200,30.8,1570,455,285,1557,2179,8.6,29.8,0.3344,954
0.8,780,-200,1.8,568,1190,57,997,453,11.9,55.5,0.7711,100
1.4,1126,-200,10.7,1004,788,108,1609,926,41.1,15.7,1.2071,98
1.2,1069,-200,10.2,983,749,88,1627,1357,29.8,30.2,1.2502,87
3.8,1310,-200,20.2,1301,746,149,1694,1350,14.6,56.6,0.9367,496
1.8,1141,-200,7.8,892,686,101,1213,1141,8.0,73.4,0.7899,244
1.0,1001,-200,3.4,675,778,68,1260,861,15.9,65.1,1.1654,105
2.8,1180,-200,14.1,1121,568,105,1816,947,27.7,43.5,1.5920,247
3.3,1172,-200,15.3,1159,597,-200,1653,1290,27.4,30.8,1.1112,-200
-200,1163,-200,7.0,859,921,-200,1603,783,17.4,58.9,1.1567,-200
-200,843,-200,4.3,729,990,-200,1219,618,15.5,57.1,0.9971,-200
1.8,1063,-200,10.4,991,655,104,1672,966,24.4,53.4,1.6031,200
3.9,1499,678,18.0,1239,651,121,1957,1359,18.8,47.5,1.0199,174
0.6,826,-200,2.4,616,1227,-200,1384,575,13.9,67.7,1.0712,-200
5.6,1544,-200,25.7,1446,1070,171,1834,1679,12.7,77.1,1.1251,987
2.8,1226,-200,15.6,1168,650,158,1952,1311,33.6,28.7,1.4693,265
2.1,1058,-200,15.3,1158,820,91,1459,1187,19.2,20.0,0.4390,149
0.5,852,-200,4.1,718,1109,47,1307,468,39.3,14.5,1.0149,32
1.2,880,-200,6.0,812,928,136,954,1040,6.9,39.4,0.3948,294
1.3,971,-200,6.1,818,942,65,1565,585,35.3,23.7,1.3331,59
2.3,1176,-200,8.1,905,718,137,1104,1389,6.2,59.6,0.5698,334
2.5,1156,-200,14.8,1144,651,115,1832,1216,33.1,28.3,1.4121,154
2.5,1221,297,11.5,1032,811,131,1630,913,19.3,35.4,0.7813,166
0.6,810,-200,2.2,597,1255,-200,1106,361,32.2,20.5,0.9699,-200
0.7,908,-200,2.7,632,1095,46,1494,500,27.0,47.4,1.6661,35
3.9,1119,-200,17.8,1233,670,148,1539,1270,22.3,29.2,0.7773,407
2.6,1218,-200,15.6,1168,607,117,2000,1451,29.3,48.4,1.9367,206
4.8,1501,-200,27.9,1501,588,101,2486,1517,21.5,65.8,1.6688,248
4.6,1607,660,19.8,1290,587,134,1960,1758,16.2,53.2,0.9723,264
4.6,1412,-200,17.2,1216,543,187,1300,2059,6.0,55.6,0.5244,759
2.6,1129,-200,14.6,1137,606,114,1952,1220,27.7,49.9,1.8189,151
3.4,-200,303,-200.0,-200,-200,137,-200,-200,-200,-200,-200,197
1.4,1004,-200,9.4,955,758,84,1671,1043,18.5,57.4,1.2076,146
4.8,1620,-200,24.7,1420,436,224,1598,1971,5.2,76.2,0.6796,1098
3,1269,-200,16.0,1181,559,-200,1756,1762,19.1,75.8,1.6568,-200
3.1,1155,-200,11.6,1034,648,196,1061,1429,8.2,30.1,0.3270,445
1.2,1001,-200,6.6,838,801,73,1614,668,32.0,38.2,1.7880,56
5.4,1623,-200,28.8,1522,447,111,2110,1618,28.0,38.5,1.4370,398
0.6,849,-200,1.2,522,1158,51,779,467,3.6,48.0,0.3835,56
0.4,814,-200,0.8,482,1426,41,1027,457,14.5,62.9,1.0335,57
-200,1079,-200,7.7,885,884,-200,1588,974,13.6,66.1,1.0236,-200
2.1,1166,-200,12.3,1062,726,130,1825,924,37.2,25.5,1.5914,124
2.7,1322,-200,13.8,1110,568,241,1208,1776,12.2,34.3,0.4864,565
6.7,1975,523,35.1,1667,597,182,2416,2359,20.5,38.2,0.9133,347
-200,912,-200,6.0,810,873,80,1511,861,28.3,35.5,1.3414,52
-200,988,-200,4.2,722,1029,-200,1500,874,14.1,70.1,1.1224,-200
-200.0,-200,-200,-200.0,-200,-200,83,-200,-200,-200,-200,-200,88
1,948,-200,6.4,829,801,71,1600,926,24.0,53.4,1.5748,68
-200,1095,-200,10.0,977,725,-200,1562,998,14.6,82.9,1.3706,-200
1.8,927,-200,7.3,868,847,117,1155,864,12.7,51.2,0.7505,255
-200,1082,-200,14.5,1134,709,131,1763,1089,32.5,27.9,1.3373,130
3.3,1269,-200,18.3,1247,597,180,1813,1441,29.1,36.7,1.4543,415
-200,1056,-200,7.8,893,733,-200,1743,1132,25.0,57.0,1.7792,-200
0.9,961,-200,6.3,828,892,66,1491,837,21.3,63.2,1.5794,132
3.4,1349,-200,16.4,1193,507,189,1493,1710,10.9,52.4,0.6826,550
1.0,1034,-200,3.9,707,740,74,1267,930,16.2,64.3,1.1729,122
4.5,1664,599,24.1,1407,594,134,2198,1564,15.3,55.2,0.9538,329
-200.0,828,-200,1.1,506,1222,73,945,673,4.8,75.7,0.6590,75
0.7,874,-200,3.6,686,1032,48,1402,501,38.9,20.3,1.3820,36
2.6,1145,-200,9.6,962,657,226,1212,1192,4.3,78.9,0.6621,391
1.9,1051,-200,10.7,1003,711,110,1715,909,34.1,33.3,1.7509,102
0.5,858,29,0.9,490,1707,28,1212,378,9.3,72.3,0.8496,18
1.9,1207,-200,7.7,888,664,181,1062,1447,9.3,41.9,0.4927,293
-200,934,-200,4.7,750,891,-200,1035,798,10.7,47.7,0.6127,-200
0.7,968,-200,5.8,803,806,62,1586,1003,24.4,50.5,1.5243,56
0.7,1003,-200,3.0,650,831,73,1158,750,12.9,67.5,0.9990,113
1.5,989,-200,10.3,990,822,138,1577,705,33.2,20.4,1.0195,113
1.3,802,-200,4.6,743,1051,110,826,751,12.8,22.5,0.3309,202
4.3,1482,-200,20.3,1305,503,128,1874,1464,22.9,57.6,1.5885,472
0.8,839,-200,1.4,536,1229,60,970,600,9.3,65.9,0.7757,69
1.6,951,-200,8.6,926,902,113,1460,949,23.5,41.6,1.1884,351
1.2,958,-200,7.2,867,828,37,1468,660,34.3,24.5,1.3021,30
-200,1213,-200,19.2,1274,762,-200,1914,1264,16.3,51.3,0.9416,-200
1.3,894,-200,4.5,737,913,158,805,604,9.7,25.7,0.3088,278
