CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,NOx
2.6,1207,324,11.7,1041,813,113,1620,1319,16.5,42.6,0.7912,189
1.1,975,-200,3.9,707,860,128,902,1107,3.4,54.7,0.4323,192
1.9,1052,-200,10.3,987,700,62,1556,1102,20.0,63.3,1.4672,224
3.8,1152,-200,22.1,1355,628,175,1879,1620,30.5,22.7,0.9763,245
1.2,973,-200,4.7,748,878,97,968,991,4.7,57.2,0.4932,190
1.8,990,-200,8.6,924,974,90,1404,861,19.8,28.5,0.6520,140
1.1,993,-200,6.0,813,792,57,1413,946,19.9,67.5,1.5544,132
2.4,1162,-200,18.5,1253,796,138,1595,1248,32.6,9.3,0.4499,173
1.7,-200,-200,-200.0,-200,-200,-200,-200,-200,-200,-200,-200,-200
2.6,1090,-200,10.1,981,1513,113,1390,1044,11.8,76.1,1.0544,279
2.1,1413,-200,16.4,1193,484,144,1598,1566,13.1,70.3,1.0566,698
-200.0,785,-200,1.0,504,1306,57,760,387,5.9,41.8,0.3928,66
2.1,1122,238,10.4,993,859,95,1571,993,18.4,34.2,0.7185,132
0.6,737,-200,0.9,492,1391,-200,880,467,11.2,41.3,0.5498,-200
0.6,799,29,1.1,514,1615,59,1036,332,14.1,34.0,0.5442,42
-200,974,-200,8.5,919,976,-200,1638,909,20.6,49.2,1.1754,-200
0.1,808,-200,2.8,636,1120,75,862,770,4.1,52.2,0.4338,101
0.4,842,-200,1.4,535,1140,44,805,352,11.0,40.5,0.5316,59
0.9,933,-200,3.8,701,906,62,1638,690,25.9,64.5,2.1247,57
-200,1163,-200,17.6,1227,659,129,1931,1129,33.0,28.2,1.3921,144
1.2,1155,-200,4.4,734,1062,91,1528,1035,14.5,65.3,1.0704,122
1.1,1031,-200,4.4,730,760,93,1129,905,9.5,63.1,0.7531,182
0.3,805,-200,0.5,437,1491,28,738,296,6.9,39.8,0.3966,28
2.8,-200,-200,-200.0,-200,-200,114,-200,-200,-200,-200,-200,125
2.1,1121,156,9.4,955,992,99,1451,834,17.8,29.2,0.5920,130
2,1060,-200,11.4,1029,622,126,1663,1210,24.3,44.7,1.3432,242
3.9,1383,-200,21.3,1332,495,96,1855,1415,19.1,72.0,1.5732,572
7.7,1834,-200,37.7,1723,400,167,2204,2190,15.1,67.0,1.1394,947
3.4,1313,-200,20.8,1318,511,120,1820,1491,18.3,67.6,1.4103,593
1.5,1254,-200,13.9,1112,533,181,1349,1161,16.0,35.3,0.6356,376
3.3,1381,344,16.6,1199,685,117,1970,1365,17.6,65.0,1.2945,209
1.9,1089,-200,10.4,993,801,143,1675,825,38.5,22.4,1.5018,131
1.9,1199,-200,12.6,1070,671,-200,1873,1189,18.1,61.6,1.2679,-200
1.5,1098,118,6.7,842,1012,85,1440,828,15.6,40.6,0.7146,117
-200,1236,-200,9.6,962,690,-200,1589,946,26.5,45.9,1.5626,-200
1.8,964,-200,8.1,902,780,162,882,855,14.0,16.8,0.2672,292
1.1,947,-200,4.0,708,858,117,958,556,18.6,26.6,0.5631,161
1.3,883,108,5.1,766,1152,81,1238,498,19.8,23.1,0.5283,90
0.7,-200,-200,-200.0,-200,-200,73,-200,-200,-200,-200,-200,80
2.0,1011,-200,2.5,622,827,66,1158,703,15.2,63.5,1.0881,83
1.1,906,-200,5.5,790,936,85,1430,729,29.4,30.5,1.2288,51
2.5,1164,-200,13.4,1096,662,136,1311,1261,16.8,37.6,0.7129,403
1.1,821,-200,4.0,713,1067,55,1030,539,16.0,34.1,0.6155,107
1.9,1196,-200,12.3,1061,791,120,1649,899,31.1,22.3,0.9888,116
1,925,-200,6.4,831,880,74,1513,789,21.6,47.5,1.2118,71
2.9,1166,-200,16.2,1186,878,175,1500,1180,38.4,13.8,0.9221,393
-200,1089,-200,9.0,940,866,-200,1589,1001,14.2,59.1,0.9520,-200
-200,926,-200,6.9,853,894,90,1478,651,31.1,26.2,1.1619,94
2.6,1054,-200,13.8,1110,765,130,1670,1167,25.0,28.7,0.8944,174
1.3,969,-200,4.4,733,901,72,1191,803,13.0,67.6,1.0090,176
1.7,856,-200,6.2,821,937,111,1043,718,13.7,32.2,0.5032,239
1.1,993,-200,4.5,736,819,148,941,1018,0.9,64.6,0.4294,235
7.3,1875,1189,33.7,1637,482,158,2446,2086,17.4,47.8,0.9392,351
3.3,1394,-200,13.8,1111,736,123,1853,1288,21.2,47.5,1.1828,209
2.7,1235,159,9.6,963,803,103,1680,1095,13.1,80.1,1.2016,166
1,835,-200,5.4,785,989,56,1224,780,12.2,63.2,0.8964,148
2.7,1252,-200,25.4,1439,559,239,1383,1798,6.8,49.8,0.4959,884
1.2,1081,-200,8.7,929,910,75,1518,937,21.1,36.5,0.9019,65
-200,1024,-200,3.1,658,1175,-200,1417,682,13.5,63.9,0.9809,-200
0.7,869,-200,4.5,740,1296,70,1366,535,21.3,35.8,0.8975,77
2,1093,-200,13.3,1094,797,110,1769,912,37.2,18.2,1.1389,108
0.7,921,-200,4.5,738,893,41,1623,818,26.5,60.6,2.0630,39
0.6,857,-200,3.1,661,1083,50,1511,696,23.5,50.8,1.4520,40
0.8,961,-200,5.8,801,850,44,1683,798,26.0,54.9,1.8141,33
3.1,1235,-200,12.4,1065,640,133,1213,1594,11.3,50.1,0.6720,409
0.9,891,-200,5.5,790,960,70,1466,816,18.6,45.8,0.9723,74
2.5,1029,-200,13.4,1097,825,125,1827,980,27.0,36.7,1.2898,155
2.2,1123,-200,14.5,1134,711,92,1922,1170,20.8,52.6,1.2758,169
0.4,1162,-200,6.7,843,685,104,1336,1027,12.3,73.3,1.0448,303
2.5,1161,-200,9.1,945,654,177,1205,1077,8.5,57.9,0.6435,344
4.5,1494,-200,25.5,1443,454,119,2020,1795,22.3,62.5,1.6616,467
5.8,1496,-200,25.7,1447,435,188,1710,1796,8.3,75.0,0.8253,715
0.4,923,-200,1.2,516,1049,59,1002,667,10.1,64.5,0.7968,75
4.3,1254,-200,13.8,1111,630,151,1360,1198,5.8,84.5,0.7822,521
1.5,1041,-200,4.4,732,789,-200,1003,1076,4.9,62.6,0.5477,-200
-200,1415,-200,13.2,1089,767,-200,1795,1192,13.4,62.5,0.9582,-200
3.8,1367,-200,25.5,1441,470,120,2283,1770,26.6,42.8,1.4675,262
-200,854,-200,3.2,663,1080,-200,1189,655,15.2,55.9,0.9589,-200
0.6,830,41,1.4,535,1496,50,1184,375,13.5,48.6,0.7487,42
1.2,932,-200,4.5,740,926,92,1180,774,12.9,69.9,1.0371,167
0.6,922,39,1.5,541,1453,57,1246,432,13.3,53.6,0.8169,45
1.2,839,-200,3.8,701,1128,22,1156,553,15.5,50.9,0.8880,55
1.4,1066,-200,5.2,771,795,145,949,1247,5.5,49.6,0.4526,214
1.4,992,-200,6.9,853,796,79,1305,930,17.5,59.4,1.1768,177
2.8,1058,-200,14.7,1139,696,140,1699,1318,26.7,28.9,0.9981,188
-200,1096,-200,12.8,1078,713,135,1600,801,37.4,18.1,1.1467,115
0.8,958,-200,4.5,735,816,-200,1409,906,25.2,46.4,1.4640,-200
2.2,1176,-200,13.9,1114,843,114,1805,1102,21.5,48.1,1.2148,141
1.1,952,-200,3.2,665,907,119,1007,703,4.0,79.3,0.6517,146
1.0,1008,-200,3.3,669,791,78,1241,894,16.6,63.0,1.1784,115
0.7,888,-200,3.5,683,1196,62,1483,563,20.3,49.3,1.1596,66
1.7,1089,-200,4.7,750,765,138,1108,1117,3.9,80.9,0.6613,241
1.9,1188,-200,8.1,901,657,119,1261,1185,9.1,70.9,0.8176,259
1.3,1004,-200,6.0,814,808,61,1520,602,36.3,28.3,1.6851,57
1.6,1489,-200,20.3,1305,476,194,1547,1919,12.0,56.5,0.7924,617
0.3,855,-200,4.8,751,1107,46,1418,664,19.7,43.2,0.9812,27
1.4,948,-200,7.9,893,828,-200,1374,768,31.5,21.5,0.9768,-200
0.6,856,-200,1.1,505,1246,72,833,367,5.5,58.3,0.5290,80
-200,918,-200,2.6,625,1255,-200,1298,744,9.3,65.8,0.7722,-200
3.6,1210,-200,20.7,1316,645,159,2030,1278,32.5,25.3,1.2165,234
0.9,863,-200,4.6,746,919,76,1415,961,21.3,45.9,1.1471,56
3.4,1332,-200,15.5,1163,548,134,1664,1522,18.8,62.7,1.3506,445
0.7,1066,8,1.1,512,1918,28,1182,422,11.0,56.2,0.7366,16
1.8,1090,-200,6.4,830,744,98,1125,1056,7.1,73.9,0.7515,224
6.2,1566,-200,26.8,1474,1049,174,1887,1681,12.3,79.7,1.1342,985
-200,1021,-200,10.6,1001,731,-200,1415,971,14.7,57.8,0.9626,-200
1.3,1111,-200,5.3,777,760,143,1137,1024,12.5,47.8,0.6877,228
-200,1019,-200,7.0,858,989,-200,1270,631,33.0,21.3,1.0512,-200
0.1,762,-200,2.0,581,1588,45,1277,434,17.9,46.1,0.9383,41
3.2,1430,-200,14.1,1121,814,135,1732,1322,16.0,48.4,0.8768,178
-200,1070,-200,17.3,1218,704,166,1697,1108,34.4,16.4,0.8761,182
4.7,1468,-200,22.0,1351,472,127,1783,1611,15.1,74.3,1.2623,741
2.0,1255,-200,10.1,983,555,141,1439,1268,12.2,65.6,0.9300,320
-200,1054,-200,8.9,936,915,54,1791,962,24.3,49.0,1.4724,86
5.1,1555,-200,23.0,1377,455,154,1834,1621,14.6,81.6,1.3448,897
2,1053,-200,9.8,970,930,105,1473,991,25.5,21.1,0.6770,138
0.5,790,-200,2.1,590,1122,-200,1257,493,23.8,44.8,1.3061,-200
0.6,880,-200,1.4,533,1161,-200,948,499,3.5,80.6,0.6403,-200
2.8,1068,-200,15.7,1171,711,148,1717,1360,30.2,22.8,0.9616,275
2.2,1096,-200,9.4,954,687,197,1085,1139,9.1,37.8,0.4372,345
3.1,1314,-200,15.8,1173,589,112,1627,1238,12.7,77.2,1.1298,587
2.9,1403,-200,17.6,1229,523,63,1872,1365,20.9,66.3,1.6165,381
2.1,1064,-200,12.6,1069,766,109,1766,1089,30.4,26.4,1.1310,193
1.4,987,-200,6.1,816,816,156,959,821,11.3,33.5,0.4476,236
0.8,872,-200,6.5,833,947,59,1598,760,20.4,54.1,1.2800,65
0.5,903,-200,3.1,656,1155,37,1361,618,17.0,44.6,0.8593,38
2.0,1174,-200,7.4,873,672,137,1300,1071,13.7,63.6,0.9912,288
4.1,1542,283,16.1,1184,808,158,1780,1583,15.6,42.2,0.7451,296
0.7,799,-200,4.0,709,1078,68,1332,462,35.2,20.5,1.1418,48
6.4,1676,-200,30.7,1568,444,170,1983,2096,15.6,64.9,1.1396,866
0.9,-200,79,-200.0,-200,-200,84,-200,-200,-200,-200,-200,145
1.7,1111,-200,7.6,884,751,81,1280,1025,13.1,66.2,0.9933,310
3,1190,-200,15.9,1177,695,128,1934,1046,30.3,30.8,1.3044,168
0.5,754,-200,1.4,535,1490,33,1335,435,20.7,48.3,1.1680,21
1.4,892,-200,7.3,869,953,77,1363,632,37.4,14.7,0.9295,71
0.9,1041,60,3.5,683,1112,69,1398,899,13.9,59.6,0.9408,73
0.7,869,-200,2.5,619,1163,44,1417,475,29.8,38.6,1.5911,32
1.3,1017,-200,6.1,818,842,156,1034,933,5.0,54.5,0.4788,254
-200,1374,-200,28.6,1517,490,-200,2069,1704,32.8,29.4,1.4344,-200
-200,-200,-200,-200.0,-200,-200,-200,-200,-200,-200,-200,-200,-200
3.2,1218,-200,10.1,981,677,113,1335,1258,9.6,76.5,0.9184,452
1.3,993,93,4.1,714,1217,75,1238,516,17.0,31.4,0.6048,77
-200.0,1110,-200,5.4,782,798,134,1101,954,6.2,72.3,0.6887,210
0.5,846,-200,2.6,628,1025,40,1218,727,16.1,73.5,1.3329,79
1.3,1038,-200,4.8,756,813,146,921,1317,4.2,49.4,0.4120,200
4.4,1308,-200,20.0,1297,567,173,1899,1454,24.8,49.0,1.5092,428
3.2,1435,-200,14.7,1140,477,185,1550,1530,15.0,57.6,0.9777,425
2.2,1228,-200,8.3,913,643,174,1124,1396,7.8,50.0,0.5300,293
2.4,1105,-200,11.9,1046,777,137,1751,1102,29.0,33.6,1.3277,146
-200,1153,-200,16.5,1194,628,137,1874,1038,33.3,28.7,1.4454,116
1.1,892,-200,3.3,668,1017,121,872,632,10.3,35.0,0.4377,180
1.6,1079,-200,11.1,1018,793,97,1739,850,40.1,19.3,1.4013,93
-200.0,1045,-200,3.7,694,911,124,1025,805,7.1,66.0,0.6678,168
2.2,1128,-200,13.0,1082,675,105,1817,1066,30.1,37.7,1.5799,95
1.0,895,-200,2.9,648,1001,100,875,839,4.4,53.1,0.4484,135
-200,1393,-200,21.6,1340,529,-200,2080,1500,23.2,68.4,1.9243,-200
4.4,1438,672,21.0,1325,678,143,1993,1401,15.6,47.4,0.8347,232
3,1160,-200,16.3,1189,698,122,1824,1151,17.7,50.9,1.0232,167
3.6,1349,-200,15.6,1167,515,192,1443,1632,12.3,48.3,0.6871,499
2.1,1195,-200,15.1,1153,678,159,1732,1370,36.8,18.0,1.0945,226
1.1,996,-200,3.8,698,871,123,894,1228,4.1,50.1,0.4150,153
1.5,1042,-200,8.9,936,759,72,1630,770,36.4,26.8,1.6038,84
1.9,1107,-200,9.0,940,689,73,1403,985,15.5,73.3,1.2845,255
-200,792,-200,2.4,611,1280,23,1529,657,20.0,63.7,1.4742,22
2.1,1324,100,9.0,940,924,121,1587,1423,16.3,51.0,0.9341,146
2.9,1240,374,14.6,1137,836,103,1748,991,14.9,40.5,0.6835,158
2.2,1310,79,8.8,933,1082,126,1647,946,8.3,79.8,0.8778,184
-200,1180,-200,15.3,1157,568,-200,1874,1202,29.8,38.8,1.6029,-200
-200,1244,-200,20.2,1301,842,-200,1801,1170,29.4,21.0,0.8452,-200
-200,917,-200,3.4,677,1103,-200,1494,747,13.8,73.3,1.1518,-200
5,1465,-200,24.0,1404,468,127,1962,1736,22.6,58.3,1.5829,561
1.7,1042,-200,6.0,814,746,105,1167,1036,8.4,75.9,0.8407,287
1.3,966,-200,4.9,760,877,200,890,940,7.5,39.2,0.4091,302
2.4,1157,-200,16.1,1183,738,111,1970,1079,26.6,37.9,1.2994,133
2.5,1222,-200,12.9,1080,742,111,1755,1366,21.4,45.0,1.1291,201
1.3,960,-200,9.9,973,769,89,1616,1155,18.8,49.4,1.0624,140
8.6,-200,-200,-200.0,-200,-200,203,-200,-200,-200,-200,-200,1237
1.3,987,-200,4.9,759,856,67,1162,940,8.8,83.7,0.9529,166
4.1,1423,-200,20.6,1314,508,89,1912,1466,20.8,70.9,1.7203,501
1.5,1012,128,5.8,801,1098,90,1289,525,18.0,27.1,0.5522,94
1.8,1093,-200,6.5,836,728,232,1142,1025,4.6,82.0,0.6997,414
2.6,-200,-200,-200.0,-200,-200,148,-200,-200,-200,-200,-200,397
1.9,1223,-200,7.6,883,614,156,1289,968,18.2,45.9,0.9488,266
1.0,850,-200,2.6,629,1076,96,847,597,10.7,34.4,0.4406,138
0.8,978,66,2.7,635,1188,51,1382,579,15.9,57.0,1.0224,36
1.5,1069,-200,6.7,844,767,63,1527,883,20.8,68.1,1.6585,185
2.9,1229,-200,17.2,1217,599,130,1795,1107,29.0,39.6,1.5581,273
2.5,1146,-200,15.7,1171,761,124,1902,1138,33.7,25.5,1.3095,168
1.7,1125,179,8.6,924,937,73,1542,790,21.8,33.9,0.8771,102
2.1,1175,-200,8.2,906,616,135,1332,905,23.8,33.4,0.9699,261
1.9,1027,-200,12.5,1066,837,110,1689,814,37.3,16.6,1.0435,109
0.7,825,-200,3.1,661,987,-200,1334,753,17.5,74.5,1.4781,-200
1.1,799,-200,3.6,690,1125,104,823,611,7.1,33.7,0.3417,169
2.3,1452,-200,12.4,1063,856,110,1774,1146,18.5,46.3,0.9744,142
-200,887,-200,2.9,648,1222,-200,1357,553,9.5,80.2,0.9533,-200
2.3,1001,-200,11.4,1029,733,127,1255,1034,13.4,48.4,0.7397,342
1.5,850,-200,4.8,755,966,116,1051,714,12.1,46.5,0.6530,293
0.7,868,-200,3.6,688,922,-200,1249,777,17.9,66.8,1.3596,-200
3.3,1138,-200,12.4,1063,804,122,1728,983,14.4,64.2,1.0490,169
0.5,732,-200,2.4,613,1273,40,1413,605,18.2,54.1,1.1155,44
-200,1249,-200,18.0,1239,540,-200,1953,1285,22.0,59.3,1.5523,-200
0.7,854,-200,2.2,600,1102,-200,1252,542,25.4,38.6,1.2352,-200
0.8,895,-200,5.1,767,931,69,1463,985,25.7,33.9,1.1065,55
1.1,915,-200,3.1,658,957,121,866,562,10.0,37.7,0.4643,166
2.4,1070,-200,11.2,1022,824,88,1740,933,17.5,59.2,1.1725,126
1.8,1207,84,7.5,879,1104,102,1490,872,21.4,30.2,0.7616,103
6.6,1568,-200,29.0,1528,455,208,1661,2046,9.4,41.3,0.4888,864
1.8,1239,73,6.9,853,1010,93,1543,1174,14.0,57.0,0.9094,106
-200,1302,-200,18.7,1260,658,-200,1970,1471,23.0,37.5,1.0389,-200
-200,967,-200,4.8,753,1048,-200,1420,544,17.8,46.7,0.9466,-200
3.6,1440,-200,24.3,1412,494,104,2016,1455,22.6,61.4,1.6645,446
2.1,1155,-200,10.9,1012,633,66,1577,1124,19.4,71.4,1.5959,243
3.8,1369,-200,18.1,1242,476,145,1669,1306,16.4,53.2,0.9826,310
1.4,971,91,5.5,786,1129,78,1272,546,16.5,29.0,0.5406,92
0.4,1288,-200,11.6,1036,590,183,1242,1413,5.2,81.4,0.7276,582
-200,1578,-200,31.9,1595,459,-200,2181,1680,29.7,33.1,1.3546,-200
0.8,-200,-200,-200.0,-200,-200,61,-200,-200,-200,-200,-200,133
4.2,1176,-200,15.4,1162,600,224,1137,1363,6.1,33.3,0.3152,468
1.2,992,-200,3.5,685,890,126,902,818,11.2,34.5,0.4586,166
2.2,1210,-200,8.8,933,648,156,1327,1094,15.7,54.4,0.9616,348
0.6,814,-200,1.3,526,1228,56,740,352,8.0,32.9,0.3530,59
2.4,1170,-200,8.4,917,652,227,1218,1205,5.6,81.2,0.7443,385
2.1,1101,-200,9.2,947,699,118,1374,1029,21.5,43.4,1.0965,270
0.5,959,-200,5.1,771,852,138,975,808,11.8,35.4,0.4877,217
8.7,1615,-200,37.2,1712,384,225,1811,2312,7.8,48.1,0.5115,1230
2.6,1386,284,13.0,1083,798,109,1833,1159,11.9,73.7,1.0254,159
-200,971,-200,6.9,851,808,-200,1389,876,14.6,79.0,1.3082,-200
1.5,1056,-200,7.0,857,735,169,1028,1117,15.0,28.5,0.4821,309
1.1,999,-200,3.6,690,1027,86,1192,707,11.8,80.7,1.1181,193
-200,798,-200,2.2,599,1205,-200,1141,517,14.7,57.4,0.9564,-200
1.9,1010,-200,8.6,925,829,115,1351,996,18.0,42.7,0.8745,294
1.3,1044,-200,6.4,832,794,67,1580,1160,26.4,47.1,1.5947,50
0.9,1009,-200,7.4,875,797,61,1738,1060,26.4,53.1,1.7987,81
3.6,1299,-200,16.6,1197,763,165,1688,1606,29.3,30.7,1.2290,407
2.3,1269,-200,11.9,1047,809,114,1721,1080,22.6,39.3,1.0600,144
0.8,821,-200,2.0,584,1132,70,1070,686,12.7,65.6,0.9566,106
1.3,1039,-200,8.5,921,687,92,1556,1115,19.8,64.3,1.4678,268
6.3,1408,-200,28.0,1502,640,178,1843,1598,11.6,64.3,0.8789,692
1.2,959,-200,5.0,763,976,58,1561,549,31.9,30.3,1.4125,56
1.1,939,59,4.8,754,1169,64,1384,797,8.1,70.4,0.7609,74
0.7,838,-200,2.5,620,1292,74,1325,502,21.7,38.3,0.9842,62
2.8,1171,-200,10.8,1006,835,112,1674,988,19.0,51.7,1.1222,156
7.5,1678,-200,37.9,1727,390,190,2318,2039,25.5,49.7,1.5985,726
1.1,918,-200,5.3,778,864,68,1136,859,7.5,81.5,0.8495,165
2,1123,-200,11.0,1015,845,136,1470,1297,28.3,30.1,1.1392,255
-200,1420,-200,24.1,1405,501,-200,1941,1573,17.3,70.9,1.3876,-200
1.8,887,-200,5.9,809,899,133,1111,769,10.9,50.0,0.6531,322
1.6,1088,-200,6.9,853,729,180,996,1122,10.5,33.4,0.4246,277
1.9,1193,-200,13.0,1085,610,110,1947,1097,25.7,58.9,1.9156,146
6.8,1522,-200,21.5,1337,479,192,1578,2034,10.4,57.0,0.7167,706
-200,1031,-200,8.0,901,775,-200,1502,628,33.5,29.0,1.4797,-200
2.9,1314,-200,19.0,1267,559,62,1888,1240,19.6,70.3,1.5821,336
1.7,1032,-200,9.0,940,862,85,1703,733,30.1,30.9,1.2958,102
2.6,695,-200,4.0,711,1193,110,739,645,12.8,14.8,0.2180,204
3.6,1333,-200,15.2,1154,534,158,1441,1647,10.7,70.9,0.9113,550
5,1477,-200,27.9,1501,444,139,1972,1691,13.3,70.7,1.0749,860
3.1,1383,245,13.8,1109,832,97,1706,1173,11.0,57.3,0.7501,174
0.8,976,-200,3.8,698,1156,64,1393,594,20.6,41.2,0.9841,64
0.5,785,-200,2.8,640,1265,40,1467,588,19.6,57.1,1.2851,35
5.8,1771,438,26.6,1470,622,157,2262,1973,17.4,45.6,0.8993,394
0.6,1009,-200,6.7,845,771,128,1132,856,10.0,55.0,0.6753,263
0.9,894,-200,5.6,794,889,71,1266,908,14.1,61.7,0.9844,179
-200,938,-200,4.3,729,874,-200,1060,702,11.1,55.3,0.7325,-200
2.0,1219,-200,7.7,889,649,111,1186,1405,7.9,72.1,0.7679,260
-200,1029,-200,5.6,791,855,-200,1567,651,33.3,33.1,1.6642,-200
-200,918,-200,7.1,863,992,-200,1408,539,19.8,33.6,0.7670,-200
1.7,969,-200,6.7,843,828,103,1375,895,18.9,70.4,1.5259,227
1.4,973,-200,6.8,850,868,165,1213,852,8.0,81.6,0.8755,395
2.6,1026,-200,13.3,1094,769,134,1629,1224,31.3,19.1,0.8634,278
0.8,1006,-200,5.5,789,824,36,1657,733,27.3,52.4,1.8707,46
5.6,1426,-200,31.1,1577,521,200,2080,1648,30.5,29.2,1.2585,566
-200,1209,-200,12.9,1082,685,133,1662,978,38.3,19.4,1.2851,143
3.5,1567,467,19.4,1280,661,134,1970,1476,23.4,39.7,1.1276,177
1.5,1030,-200,6.7,844,917,78,1599,747,32.3,30.4,1.4450,90
5,1552,-200,24.1,1406,478,185,1749,1862,11.8,72.2,0.9948,1045
5.9,1898,341,23.1,1381,681,173,2103,1905,17.6,46.1,0.9210,325
0.8,888,-200,3.0,653,973,-200,1272,497,24.2,43.8,1.3057,-200
-200,1316,-200,9.3,952,847,-200,1644,1047,17.5,53.8,1.0648,-200
1.7,1035,-200,8.4,914,947,124,1064,1080,8.2,46.8,0.5091,356
4.8,1352,-200,17.9,1236,522,184,1659,1368,17.8,53.5,1.0833,479
0.1,1121,-200,4.9,757,672,83,1293,1113,16.1,70.0,1.2739,156
0.9,856,-200,3.0,654,2042,-200,1100,709,8.7,82.4,0.9294,-200
-200,892,-200,1.9,579,1309,-200,1396,441,13.8,71.9,1.1312,-200
-200,1245,-200,16.1,1181,645,164,1747,1350,38.1,18.5,1.2108,184
1.2,904,-200,4.8,754,930,114,1172,805,12.3,73.4,1.0490,193
3.5,1511,-200,21.4,1334,433,146,1804,1606,13.1,70.2,1.0567,590
1.5,966,147,5.5,786,1111,98,1258,705,11.8,37.6,0.5184,118
4.5,1507,-200,19.8,1292,479,227,1379,2110,7.3,50.8,0.5226,1017
1.4,992,-200,5.7,800,797,183,1007,934,8.7,46.7,0.5249,327
2.1,1205,-200,12.6,1070,682,127,1735,1268,37.3,22.9,1.4373,159
0.8,977,-200,2.3,605,852,68,1212,841,15.8,65.4,1.1629,102
1.4,1040,-200,7.6,882,756,71,1560,635,34.5,28.6,1.5393,132
-200,1190,-200,10.4,992,654,-200,1587,1211,21.9,61.4,1.5946,-200
3.5,1383,-200,17.3,1218,497,196,1506,1738,13.0,60.9,0.9061,758
2,1197,-200,9.3,950,823,118,1592,918,20.8,41.8,1.0155,110
3.5,1430,-200,15.7,1169,481,163,1543,1514,10.8,64.4,0.8328,658
2,1197,-200,12.2,1058,634,91,1626,1237,27.0,47.6,1.6700,273
4,1421,-200,16.7,1202,748,143,1854,1429,15.2,53.1,0.9117,249
-200,796,-200,1.5,545,1210,-200,853,450,9.3,44.0,0.5153,-200
0.4,913,-200,2.9,645,966,114,922,651,4.6,54.8,0.4704,154
1.3,932,-200,3.5,685,996,130,820,670,4.0,39.0,0.3203,186
2.4,1175,-200,11.7,1040,582,153,1268,1185,23.1,22.8,0.6346,362
-200,1297,-200,13.5,1100,598,-200,1710,1350,21.5,63.2,1.5993,-200
6.0,1537,-200,25.7,1446,392,224,1855,1840,17.2,52.7,1.0285,638
3.9,1160,-200,13.0,1083,706,162,1114,1363,7.6,40.6,0.4273,596
4.2,1432,-200,18.8,1264,487,179,1476,1888,11.8,44.4,0.6118,660
1.4,1031,-200,5.0,763,818,153,905,1348,5.0,39.6,0.3479,235
0.4,797,-200,1.5,543,1466,37,1347,410,21.6,48.1,1.2259,25
4.8,1541,-200,22.1,1353,449,198,1492,2112,3.7,61.7,0.4967,966
-200,886,-200,5.0,764,920,-200,946,740,10.8,35.1,0.4549,-200
2.3,1264,-200,12.9,1081,555,177,1323,951,25.9,21.9,0.7209,318
-200,1288,-200,19.3,1278,521,-200,2182,1473,26.2,52.8,1.7729,-200
-200.0,979,-200,1.5,547,952,55,1039,470,9.8,68.9,0.8329,73
2.3,1069,-200,8.6,923,735,162,1036,875,10.1,33.2,0.4115,228
1.3,897,-200,6.8,849,891,90,1253,910,16.7,46.6,0.8793,157
-200,1625,-200,32.5,1608,601,-200,2271,1725,25.3,28.9,0.9151,-200
5.3,1567,-200,23.5,1392,470,126,1821,1637,13.3,75.8,1.1506,764
3.3,1121,-200,11.2,1023,725,169,1053,1354,4.8,45.1,0.3925,504
0.7,981,-200,5.8,804,829,127,997,783,10.7,37.2,0.4788,191
4,1073,-200,16.5,1195,675,177,1249,1244,14.6,23.7,0.3903,575
1,926,-200,5.0,763,949,54,1491,504,33.8,32.1,1.6596,41
1.3,973,-200,6.4,828,818,61,1445,811,19.7,68.2,1.5484,146
-200,1171,-200,9.9,972,650,-200,1529,1181,20.3,64.2,1.5063,-200
-200,918,-200,7.1,860,807,72,1488,943,21.2,41.2,1.0246,74
1.5,1045,-200,5.7,800,796,109,1193,839,14.4,57.1,0.9309,206
0.4,828,-200,1.7,558,1166,-200,1304,494,18.8,73.8,1.5885,-200
1.8,1238,-200,11.6,1037,813,91,1698,978,25.6,32.5,1.0530,113
0.9,926,-200,4.3,725,933,142,847,694,7.2,35.0,0.3567,195
1.9,1033,-200,10.9,1011,681,93,1768,875,26.3,51.3,1.7251,89
3,1198,-200,14.6,1136,717,103,1870,1291,17.1,61.5,1.1873,137
3.3,1354,-200,20.9,1321,504,107,1799,1496,20.8,56.3,1.3664,445
-200.0,1066,-200,7.3,871,775,178,996,1131,5.8,43.4,0.4032,326
2,1240,108,9.2,947,1049,116,1532,947,18.4,33.6,0.7042,119
2.2,1149,-200,10.5,996,754,104,1534,1177,21.3,50.5,1.2652,255
7.1,-200,-200,-200.0,-200,-200,289,-200,-200,-200,-200,-200,1075
1.2,1141,88,5.3,777,986,83,1455,1060,15.1,58.2,0.9886,69
2.5,1285,333,14.2,1123,755,121,1741,1293,27.4,28.2,1.0098,136
2.5,948,-200,11.1,1017,1065,147,1077,929,17.3,20.4,0.4011,389
1.1,1082,-200,4.2,720,697,76,1297,960,15.6,67.7,1.1911,144
-200,777,40,1.2,521,1535,33,1121,350,12.5,51.2,0.7374,23
2.5,1282,-200,17.7,1230,594,145,1924,1696,27.1,34.9,1.2310,263
1.6,994,143,6.9,851,1018,75,1436,640,20.2,30.7,0.7176,95
